100,130,101,0
101,132,103,0
110,138,109,0
116,147,118,0
117,150,123,0
122,155,128,0
123,154,127,0
83,96,72,0
92,98,67,0
127,146,125,0
56,73,69,0
53,75,73,0
57,77,78,0
63,84,85,0
40,67,58,0
35,61,45,0
26,52,34,0
33,57,39,0
20,46,30,0
26,52,36,0
39,62,47,0
40,63,49,0
43,58,54,0
44,58,64,0
50,46,51,0
27,24,39,0
4,3,5,0
4,3,5,0
27,28,38,0
9,16,35,0
2,6,30,0
7,13,36,0
12,16,40,0
13,18,39,0
23,26,41,0
30,32,43,0
42,39,48,0
64,57,62,0
91,104,96,0
96,133,107,0
93,127,103,0
88,123,97,0
88,120,95,0
79,111,86,0
75,107,82,0
71,106,79,0
70,108,80,0
75,113,85,0
82,124,93,0
90,132,101,0
47,69,51,0
53,72,63,0
61,83,71,0
80,107,91,0
110,139,123,0
116,151,131,0
111,150,129,0
111,150,129,0
110,151,130,0
110,151,130,0
109,150,129,0
109,150,129,0
108,147,126,0
113,149,127,0
113,149,127,0
113,146,125,0
113,146,125,0
109,145,123,0
59,62,40,0
88,93,66,0
86,89,63,0
87,91,62,0
65,70,41,0
76,81,52,0
71,70,44,0
78,67,37,0
80,71,44,0
17,30,16,0
37,51,45,0
52,77,63,0
59,104,71,0
51,104,65,0
47,110,68,0
50,115,76,0
51,116,77,0
46,113,76,0
47,111,75,0
47,113,72,0
50,115,76,0
55,117,81,0
60,121,87,0
67,124,91,0
76,130,100,0
79,130,103,0
82,128,105,0
84,123,102,0
84,119,99,0
86,118,101,0
86,118,101,0
87,119,102,0
75,120,94,0
70,115,89,0
64,112,83,0
60,110,78,0
55,103,74,0
52,97,70,0
51,97,68,0
53,96,69,0
50,91,63,0
52,93,66,0
58,93,66,0
58,91,64,0
57,87,58,0
47,81,51,0
44,78,47,0
38,79,42,0
34,78,37,0
33,77,38,0
35,79,40,0
37,79,44,0
38,80,45,0
38,79,47,0
41,83,48,0
41,84,47,0
42,82,47,0
45,85,50,0
49,88,56,0
49,88,56,0
56,92,62,0
57,93,63,0
60,96,66,0
60,96,66,0
63,99,69,0
63,99,69,0
66,101,74,0
66,101,74,0
66,101,74,0
67,102,75,0
67,102,75,0
44,80,50,0
43,79,49,0
43,79,49,0
41,79,49,0
43,79,49,0
39,78,46,0
38,78,43,0
35,77,42,0
33,77,40,0
30,77,39,0
31,76,37,0
32,76,37,0
33,77,38,0
36,80,41,0
37,80,43,0
44,85,47,0
46,87,49,0
50,88,52,0
55,93,57,0
56,94,58,0
58,94,58,0
60,96,60,0
62,98,62,0
64,102,66,0
64,102,66,0
65,103,67,0
68,106,70,0
73,109,73,0
73,109,73,0
75,111,75,0
83,118,84,0
83,118,84,0
88,126,90,0
88,126,90,0
91,127,91,0
94,130,94,0
97,133,97,0
96,132,96,0
98,134,98,0
99,135,99,0
102,138,102,0
102,138,102,0
103,139,103,0
106,139,105,0
105,138,104,0
106,139,105,0
107,140,105,0
106,139,104,0
106,139,104,0
108,141,106,0
109,142,107,0
109,142,107,0
108,141,106,0
109,142,108,0
110,143,109,0
109,142,108,0
109,142,108,0
112,145,111,0
110,143,109,0
110,143,109,0
109,142,108,0
110,142,107,0
110,142,107,0
110,142,107,0
109,141,106,0
108,141,106,0
108,141,106,0
108,141,106,0
108,141,106,0
107,140,105,0
107,140,105,0
107,140,105,0
106,138,103,0
106,138,103,0
108,139,106,0
112,137,109,0
112,137,109,0
110,134,110,0
110,130,111,0
110,130,111,0
106,125,110,0
97,110,102,0
97,110,102,0
88,97,94,0
77,86,83,0
77,86,83,0
65,71,70,0
61,67,66,0
49,52,56,0
37,37,43,0
28,27,36,0
28,23,32,0
33,31,37,0
32,31,35,0
22,21,25,0
15,13,19,0
13,12,21,0
18,20,28,0
15,17,25,0
5,6,16,0
1,3,13,0
0,2,12,0
3,5,16,0
2,6,17,0
4,8,19,0
6,10,21,0
5,9,20,0
6,8,19,0
20,21,31,0
25,26,36,0
22,24,32,0
18,20,30,0
5,7,17,0
2,4,14,0
0,5,16,0
0,8,15,0
0,7,14,0
0,6,13,0
0,4,9,0
0,3,8,0
0,3,8,0
0,1,5,0
2,3,7,0
3,4,8,0
4,5,9,0
2,2,8,0
1,1,7,0
0,2,6,0
0,1,5,0
0,2,7,0
0,0,6,0
0,0,6,0
0,0,4,0
0,0,4,0
0,1,2,0
0,0,1,0
0,0,0,0
0,0,0,0
3,0,2,0
6,3,5,0
4,1,3,0
6,3,5,0
6,3,5,0
8,5,7,0
4,3,5,0
4,3,5,0
9,6,8,0
16,14,14,0
16,14,14,0
24,19,18,0
28,20,20,0
28,20,20,0
24,18,19,0
24,18,19,0
49,43,44,0
49,43,44,0
71,66,68,0
88,81,88,0
75,70,72,0
93,86,93,0
93,86,93,0
83,77,88,0
90,86,92,0
75,71,83,0
49,49,63,0
53,53,65,0
43,42,58,0
59,60,80,0
59,60,80,0
38,39,59,0
35,36,56,0
42,43,63,0
42,43,63,0
53,55,73,0
43,47,65,0
34,37,58,0
40,41,62,0
32,35,56,0
25,28,49,0
35,39,58,0
35,39,58,0
24,25,45,0
51,53,71,0
52,54,72,0
53,53,69,0
53,53,69,0
40,37,52,0
40,37,52,0
21,19,31,0
92,87,96,0
92,87,96,0
92,85,92,0
92,83,86,0
92,83,86,0
99,90,93,0
122,117,119,0
149,160,158,0
149,160,158,0
153,170,166,0
147,169,164,0
139,159,154,0
129,141,135,0
116,123,118,0
102,101,97,0
91,95,89,0
87,94,87,0
83,94,84,0
90,104,93,0
100,114,102,0
104,118,106,0
97,116,101,0
106,127,112,0
102,126,108,0
104,130,112,0
98,126,107,0
101,129,110,0
87,115,95,0
87,115,95,0
83,111,91,0
76,106,87,0
64,90,72,0
62,88,70,0
65,86,71,0
58,81,66,0
36,65,49,0
29,58,42,0
20,48,35,0
59,83,75,0
67,92,88,0
60,84,82,0
47,69,67,0
56,77,75,0
49,71,66,0
53,76,68,0
58,75,71,0
67,87,75,0
101,118,104,0
124,140,122,0
119,135,112,0
114,129,102,0
93,104,72,0
105,113,82,0
110,118,87,0
92,100,69,0
