252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
251,251,251,0
254,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
253,253,253,0
253,253,253,0
253,253,253,0
253,253,253,0
253,253,253,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
243,242,244,0
241,240,242,0
234,232,238,0
228,227,236,0
218,219,229,0
210,210,222,0
209,211,221,0
204,208,219,0
216,218,226,0
216,219,224,0
232,233,237,0
233,235,236,0
240,242,242,0
246,246,246,0
251,251,251,0
251,251,251,0
252,252,252,0
251,251,251,0
251,251,251,0
251,251,251,0
251,251,251,0
251,251,251,0
250,250,250,0
249,249,249,0
247,247,247,0
242,244,245,0
241,243,243,0
238,240,241,0
234,236,237,0
234,236,237,0
243,243,243,0
243,243,243,0
243,243,243,0
245,245,245,0
246,247,245,0
248,249,247,0
251,252,250,0
252,253,251,0
251,252,250,0
252,253,251,0
253,251,250,0
251,251,251,0
251,251,251,0
251,251,251,0
251,251,251,0
250,250,250,0
251,251,251,0
251,251,251,0
251,251,251,0
252,252,252,0
252,252,252,0
251,251,251,0
251,251,251,0
251,251,251,0
251,248,250,0
243,242,244,0
242,241,243,0
236,237,241,0
227,227,233,0
224,224,230,0
223,222,231,0
224,227,232,0
226,229,234,0
231,231,237,0
235,236,240,0
238,239,243,0
238,240,241,0
242,244,245,0
243,245,245,0
245,247,247,0
245,247,247,0
247,249,249,0
248,251,249,0
248,251,249,0
249,252,250,0
251,251,251,0
251,251,251,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
252,252,252,0
112,132,220,1
120,135,221,1
86,102,161,1
92,108,184,1
145,162,248,1
92,110,163,1
143,161,252,1
114,134,229,1
95,100,169,1
233,235,245,1
122,125,186,1
35,32,118,1
28,28,146,1
27,28,142,1
29,30,150,1
28,29,151,1
34,35,157,1
25,27,145,1
34,35,157,1
25,26,146,1
27,28,148,1
26,26,142,1
28,28,144,1
28,27,147,1
31,31,161,1
35,34,168,1
33,33,163,1
35,34,167,1
37,36,169,1
44,42,172,1
43,39,168,1
41,38,164,1
46,43,169,1
34,32,155,1
34,33,149,1
36,35,151,1
35,32,155,1
33,33,147,1
40,36,149,1
